SERIAL_NO,DEVICE_ID,PRODUCT_FAMILY,MODEL_NAME,PART_NUMBER,DEVICE_CAPACITY,COLOR,PURCHASE_SOURCE,ORDER_NUMBER,DATE_ADDED_TO_ORGANIZATION,DATE_REMOVED_FROM_ORGANIZATION,MDM_SERVER,DATE_ASSIGNED_TO_MDM_SERVER
H6NKMH2Q26,H6NKMH2Q26,Mac,MacBook Air,Z15T,512GB,SPACE GRAY,Apple (1657474),AAA0727854,2023-09-23T05:00:46Z,,Kandji,2023-09-23T05:00:46Z
J6LWPQ21T0,J6LWPQ21T0,Mac,MacBook Air,Z15S,Unknown,SPACE GRAY,SEWELLTECH (4FB5090),IM202212134,2022-12-20T09:32:52Z,,Kandji,2023-05-18T12:18:00Z
KMFPX269FQ,KMFPX269FQ,Mac,MacBook Air,Z15T,512GB,SPACE GRAY,Apple (1657474),AAA1188566,2023-12-09T04:26:35Z,,Kandji,2023-12-09T04:26:35Z
LNHWQPG7RD,LNHWQPG7RD,Mac,MacBook Air,Z15S,Unknown,SPACE GRAY,SEWELLTECH (4FB5090),IM202212134,2022-12-20T09:32:54Z,,Kandji,2023-05-18T12:57:49Z
M6X1PC9HQ1,M6X1PC9HQ1,Mac,"MacBook Air (13-inch, M3, 2024)",MT2A3LL/A,512GB,SPACE GRAY,Apple (1657474),AAA1702486,2024-03-15T15:46:07Z,,Kandji,2024-03-15T15:46:07Z
MYVC2J6J7K,MYVC2J6J7K,Mac,MacBook Air,Z15S,Unknown,SPACE GRAY,SEWELLTECH (4FB5090),IM202212134-1,2023-01-10T09:30:59Z,,Kandji,2023-05-18T12:18:27Z
PW5TGWW9VW,PW5TGWW9VW,Mac,MacBook Air,Z15S,Unknown,SPACE GRAY,SEWELLTECH (4FB5090),IM202304211-1,2023-04-27T13:34:24Z,,Kandji,2023-05-18T15:56:28Z
Q14HDXQ4KQ,Q14HDXQ4KQ,Mac,MacBook Air,Z15T,512GB,SPACE GRAY,Apple (1657474),AAA1188566,2023-12-09T04:26:05Z,,Kandji,2023-12-09T04:26:05Z
QWJ77WPCJF,QWJ77WPCJF,Mac,MacBook Air,Z15S,Unknown,SPACE GRAY,SEWELLTECH (4FB5090),IM202212134,2022-12-20T09:32:54Z,,Kandji,2023-05-23T13:48:45Z
TJC9XJWQ94,TJC9XJWQ94,Mac,"MacBook Pro 16""",MK1A3LL/A,1TB,SPACE GRAY,SEWELLTECH (4FB5090),IM202212012,2022-12-03T08:27:32Z,,Kandji,2023-05-26T12:33:12Z
TW32MMW4Y1,TW32MMW4Y1,Mac,MacBook Air,Z15T,512GB,SPACE GRAY,Apple (1657474),AAA1188566,2023-12-09T04:26:48Z,,Kandji,2023-12-09T04:26:48Z
TXYYPX9RWF,TXYYPX9RWF,Mac,MacBook Air,Z15S,Unknown,SPACE GRAY,SEWELLTECH (4FB5090),IM202212134,2022-12-20T09:32:55Z,,Kandji,2023-05-18T12:18:41Z
V0X26DT2TL,V0X26DT2TL,Mac,"MacBook Pro (16-inch, 2023)",MNWA3LL/A,1TB,SPACE GRAY,Manually Added|Apple Configurator,CE-2023-05-22-01-09-23-502,2023-05-22T15:09:23Z,,Kandji,2023-05-22T15:12:10Z
WFTGXWJJTV,WFTGXWJJTV,Mac,MacBook Air,Z15S,Unknown,SPACE GRAY,SEWELLTECH (4FB5090),IM202304211-1,2023-04-27T13:34:25Z,,Kandji,2023-05-18T14:51:58Z
Y2KWM3P222,Y2KWM3P222,Mac,MacBook Air,Z15S,Unknown,SPACE GRAY,SEWELLTECH (4FB5090),IM202212134,2022-12-20T09:32:53Z,,Kandji,2023-12-19T08:41:06Z
C02FR00VQ05N,C02FR00VQ05N,Mac,"MacBook Pro 13""",Z11B,512GB,SPACE GRAY,Apple (1129005),1014542153,2021-06-09T17:26:56Z,,Kandji,2022-11-10T09:02:26Z
C02FV4GCQ05N,C02FV4GCQ05N,Mac,"MacBook Pro 13""",Z11B,1TB,SPACE GRAY,Apple (1129005),1014642417,2021-06-12T15:19:34Z,,Kandji,2022-11-10T09:46:11Z
C02FV7V8Q05N,C02FV7V8Q05N,Mac,"MacBook Pro 13""",Z11B,512GB,SPACE GRAY,Apple (1129005),1014651412,2021-06-15T03:35:28Z,,Kandji,2022-11-10T10:50:04Z
C02FX0K5Q05R,C02FX0K5Q05R,Mac,"MacBook Pro 13""",Z11F,512GB,SILVER,Apple (1129005),1014784514,2021-07-07T03:38:15Z,,Kandji,2022-11-10T10:17:50Z
C02G33U0Q05N,C02G33U0Q05N,Mac,"MacBook Pro 13""",Z11B,512GB,SPACE GRAY,Apple (1129005),1014839117,2021-07-16T03:58:58Z,,Kandji,2022-11-10T14:59:58Z
C02G33XZQ05N,C02G33XZQ05N,Mac,"MacBook Pro 13""",Z11B,512GB,SPACE GRAY,Apple (1129005),1014839115,2021-07-16T03:37:46Z,,Kandji,2022-11-10T10:02:16Z
C02G73ZAQ05N,C02G73ZAQ05N,Mac,"MacBook Pro 13""",Z11B,512GB,SPACE GRAY,Apple (1129005),1015000997,2021-08-13T03:45:49Z,,Kandji,2022-11-10T09:53:58Z
C02ZV036LVDM,C02ZV036LVDM,Mac,"MacBook Pro 13""",Z0WR,512GB,SPACE GRAY,Apple (1129005),1010340617,2021-06-09T17:26:58Z,,Kandji,2023-04-13T17:03:17Z
F2N5YQ6YC7,F2N5YQ6YC7,Mac,"MacBook Air 15""",Z18N,512GB,SPACE GRAY,Apple (1129005),AAA1354381,2024-01-16T04:33:20Z,,Kandji,2024-01-16T04:33:20Z
F5KKD007K7GF,F5KKD007K7GF,Mac,Mac Pro,Z0W3,2TB,SILVER,Apple (1129005),1018718620,2023-03-15T15:09:54Z,,Kandji,2023-03-15T15:09:54Z
FVFGH0KJQ05R,FVFGH0KJQ05R,Mac,"MacBook Pro 13""",Z11F,512GB,SILVER,Apple (1129005),1015317531,2021-09-30T03:48:21Z,,Kandji,2022-11-10T10:07:35Z
H4TG20GXQ6X8,H4TG20GXQ6X8,Mac,"iMac (24-inch, M1, 2021)",Z12W,1TB,BLUE,Apple (1129005),1014692795,2021-07-09T03:33:08Z,,Kandji,2022-11-10T10:46:11Z
H4TG20PFQ6X8,H4TG20PFQ6X8,Mac,"iMac (24-inch, M1, 2021)",Z12W,1TB,BLUE,Apple (1129005),1014642408,2021-07-09T03:45:05Z,,Kandji,2022-11-10T10:23:29Z
H4TG726FQ6X3,H4TG726FQ6X3,Mac,"iMac (24-inch, M1, 2021)",Z12R,512GB,SILVER,Apple (1129005),1015001409,2021-08-18T03:47:34Z,,Kandji,2022-11-10T10:41:12Z
H4TGK0SJQ6X3,H4TGK0SJQ6X3,Mac,"iMac (24-inch, M1, 2021)",Z12R,1TB,SILVER,Apple (1129005),1015317532,2021-10-18T15:32:50Z,,Kandji,2022-11-10T10:35:05Z
H4TGP1BCQ6X9,H4TGP1BCQ6X9,Mac,"iMac (24-inch, M1, 2021)",Z12X,1TB,BLUE,Apple (1129005),1015643831,2021-11-18T15:55:02Z,,Kandji,2022-11-10T10:56:16Z
H4TGP1JVQ6X3,H4TGP1JVQ6X3,Mac,"iMac (24-inch, M1, 2021)",Z12R,1TB,SILVER,Apple (1129005),1015643831,2021-11-18T15:36:06Z,,Kandji,2022-11-10T10:25:06Z
H4TK902WQ6X8,H4TK902WQ6X8,Mac,"iMac (24-inch, M1, 2021)",Z12W,1TB,BLUE,Apple (1129005),1018648372,2023-03-02T03:24:19Z,,Kandji,2023-03-02T03:24:19Z
C02D14PPMD6R,C02D14PPMD6R,Mac,"MacBook Pro (16-inch, 2019)",Z0XZ,1TB,SPACE GRAY,Apple (1014474),1011276981,2020-07-03T03:59:10Z,,Kandji,2023-01-26T11:40:42Z
C02VK0QFHV2T,C02VK0QFHV2T,Mac,"MacBook Pro 13""",Z0UP,1TB,SILVER,Apple (1014474),1006843632,2018-01-12T08:33:17Z,,Kandji,2023-01-26T11:40:42Z
C02W20QTHX8F,C02W20QTHX8F,Mac,iMac Pro,Z0UR,2TB,SPACE GRAY,Apple (1014474),1007183128,2018-01-12T08:33:16Z,,Kandji,2023-01-26T11:40:42Z
C07SN0TJG1J2,C07SN0TJG1J2,Mac,Mac mini,Z0R8,512GB,SILVER,Apple (1014474),1005488598,2018-01-12T08:33:17Z,,Kandji,2023-01-26T11:40:42Z
C07T30WYG1J1,C07T30WYG1J1,Mac,Mac mini,Z0R7,256GB,SILVER,Apple (1014474),1005789769,2018-01-12T08:33:16Z,,Kandji,2023-01-26T11:40:42Z
C07T605DG1J2,C07T605DG1J2,Mac,Mac mini,Z0R8,1TB,SILVER,Apple (1014474),1005874039,2018-01-12T08:33:16Z,,Kandji,2023-01-26T11:40:42Z
C07T605FG1J2,C07T605FG1J2,Mac,Mac mini,Z0R8,1TB,SILVER,Apple (1014474),1005874039,2018-01-12T08:33:15Z,,Kandji,2023-01-26T11:40:42Z
